"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"311","1","122","968","3","20713","130","121","4","5",
"312","1","110","760","2","17903","150","109","4","2",
"313","1","122","480","2","8285","46","121","4","5",
"313","2","122","480","2","8285","46","121","4","5",
"313","3","122","480","2","8285","46","121","4","5",
"314","1","133","1545","3","24437","98","133","1","不適用",
"315","1","28","1895","3","33778","17","25","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"321","1","124","1024","3","21645","130","123","4","5",
"322","1","112","795","3","18835","36","111","4","2",
"323","1","124","524","2","18816","33","123","4","5",
"323","2","124","524","2","18816","33","123","4","5",
"323","3","124","524","2","18816","33","123","4","5",
"324","1","135","1589","3","21645","98","135","1","不適用",
"325","1","32","1613","3","35641","68","29","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"331","1","126","1080","3","22576","125","125","4","5",
"332","1","114","681","2","19765","36","113","4","2",
"333","1","126","580","3","20677","33","125","4","5",
"333","2","126","580","3","20677","33","125","4","5",
"333","3","126","580","3","20677","33","125","4","5",
"334","1","137","1725","3","19784","98","137","1","不適用",
"335","1","36","1923","3","37502","68","33","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"341","1","128","1247","3","26078","390","127","4","5",
"342","1","116","711","2","20636","36","115","4","2",
"343","1","128","612","3","22493","33","127","4","5",
"343","2","128","612","3","22493","33","127","4","5",
"343","3","128","612","3","22493","33","127","4","5",
"344","1","139","1750","3","19784","98","139","1","不適用",
"345","1","40","1455","2","31917","68","37","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"351","1","130","1303","3","27249","390","129","4","5",
"352","1","118","737","2","21627","36","117","4","2",
"353","1","130","622","2","18968","33","129","4","5",
"353","2","130","622","2","18968","33","129","4","5",
"353","3","130","622","2","18968","33","129","4","5",
"354","1","141","1613","3","24234","98","141","1","不適用",
"355","1","44","2500","3","43501","68","41","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"361","1","132","1303","3","24437","130","131","4","0.5",
"362","1","120","1056","2","30987","36","119","4","0.25",
"363","1","132","553","3","21607","33","131","4","0.5",
"363","2","132","553","3","21607","33","131","4","0.5",
"363","3","132","553","3","21607","33","131","4","0.5",
"364","1","143","1759","3","56410","45","143","1","不適用",
"365","1","48","2756","3","107040","0","45","4","0.25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"371","1","122","452","2","15093","0","121","5","5",
"371","2","124","512","2","9850","33","123","5","5",
"371","3","126","1250","3","12000","46","125","5","5",
"372","1","112","655","2","18835","36","111","5","2",
"372","2","114","681","2","19765","36","113","5","2",
"372","3","110","626","2","17903","58","109","5","2",
"373","1","139","3456","3","19784","125","139","1","不適用",
"374","1","141","2500","2","24234","150","141","1","不適用",
"375","1","143","4054","3","56410","50","143","1","不適用",

