"questId","keyNum","treasureNum","trapNum","enemyNum",
"141","1","13","0","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"141","1","7","20|45","","53","1|2",
"141","2","5","60|90","","53","1|3",
"141","3","5","120|130","","53|65","2|3",
"141","4","2","140|150","","53|65","2|4",
"141","5","2","190|200","","65|77","3|4",
"141","6","2","260|270","","65|77","3|4",
"141","!","2","540|550","","65|77|193","0|0",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"142","1","13","0","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"142","1","7","20|45","","53","1|2",
"142","2","5","60|90","","53","1|3",
"142","3","5","120|130","","53|65","2|3",
"142","4","2","140|150","","53|65","2|4",
"142","5","2","190|200","","65|77","3|4",
"142","6","2","260|270","","65|77","3|4",
"142","!","2","540|550","","65|77|193","0|0",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"143","1","13","0","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"143","1","7","35|60","","53","1|2",
"143","2","5","90|100","","53","1|3",
"143","3","5","120|130","","53|65","2|3",
"143","4","2","200|210","","53|65","2|4",
"143","5","2","260|270","","65|77","3|4",
"143","6","2","350|360","","65|77","3|4",
"143","!","2","720|730","","65|77|193","0|0",

