"questId","keyNum","treasureNum","trapNum","enemyNum",
"231","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"231","1","7","10|15","3:1|","53|65","2|2",
"231","2","5","20|45","3:1|","53|65","2|3",
"231","3","5","50|75","3:1|","53|65|77","3|3",
"231","4","2","180|190","3:1|","65|77|159","3|4",
"231","5","2","300|310","3:1|","101|77|165","3|4",
"231","6","2","400|410","3:1|","101|89|177","2|2",
"231","!","2","800|810","3:1|","89|193|183|183|183|101","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"232","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"232","1","7","120|130","3:1|","53|65","2|2",
"232","2","5","240|250","3:1|","53|65","2|3",
"232","3","5","400|410","3:1|","53|65|77","3|3",
"232","4","2","500|510","3:1|","65|77|159","3|4",
"232","5","2","600|610","3:1|","101|77|165","3|4",
"232","6","2","700|710","3:1|","101|89|177","2|2",
"232","!","2","1400|1500","3:1|","89|193|183|183|183|101","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"233","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"233","1","7","100|110","3:1|","53|65","2|2",
"233","2","5","240|250","3:1|","53|65","2|3",
"233","3","5","360|370","3:1|","53|65|77","3|3",
"233","4","2","500|510","3:1|","65|77|159","3|4",
"233","5","2","620|630","3:1|","101|77|165","3|4",
"233","6","2","740|750","3:1|","101|89|177","2|2",
"233","!","2","1600|1700","3:1|","89|193|183|183|183|101","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"234","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"234","1","7","100|110","3:1|","53|65","2|2",
"234","2","5","300|310","3:1|","53|65","2|3",
"234","3","5","400|410","3:1|","53|65|77","3|3",
"234","4","2","500|510","3:1|","65|77|159","3|4",
"234","5","2","600|610","3:1|","101|77|165","3|4",
"234","6","2","800|810","3:1|","101|89|177","2|2",
"234","!","2","1600|1700","3:1|","89|193|183|183|183|101","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"235","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"235","1","7","20|45","3:1|","53|65","2|2",
"235","2","5","60|90","3:1|","53|65","2|3",
"235","3","5","100|110","3:1|","53|65|77","3|3",
"235","4","2","600|610","3:1|","65|77|159","3|4",
"235","5","2","800|810","3:1|","101|77|165","3|4",
"235","6","2","1100|1200","3:1|","101|89|177","2|2",
"235","!","2","2200|2300","3:1|","89|193|183|183|183|101","4|4",

