"questId","keyNum","treasureNum","trapNum","enemyNum",
"261","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"261","1","7","100|110","3:1|1:1|","59|71","2|2",
"261","2","5","200|210","3:1|1:1|","59|71","2|3",
"261","3","5","300|310","3:1|1:1|","59|71|83","3|3",
"261","4","2","400|410","3:1|1:1|","59|83|162","3|4",
"261","5","2","500|510","3:1|1:1|","107|83|168","3|4",
"261","6","2","600|610","3:1|1:1|","107|95|180","2|2",
"261","!","2","1200|1300","3:1|1:1|","95|202|186|186|186|107","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"262","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"262","1","7","200|210","3:1|1:1|","59|71","2|2",
"262","2","5","300|310","3:1|1:1|","59|71","2|3",
"262","3","5","500|510","3:1|1:1|","59|71|83","3|3",
"262","4","2","700|710","3:1|1:1|","59|83|162","3|4",
"262","5","2","800|810","3:1|1:1|","107|83|168","3|4",
"262","6","2","1000|1100","3:1|1:1|","107|95|180","2|2",
"262","!","2","2000|2100","3:1|1:1|","95|202|186|186|186|107","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"263","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"263","1","7","200|210","3:1|1:1|","59|71","2|2",
"263","2","5","300|310","3:1|1:1|","59|71","2|3",
"263","3","5","500|510","3:1|1:1|","59|71|83","3|3",
"263","4","2","700|710","3:1|1:1|","59|83|162","3|4",
"263","5","2","800|810","3:1|1:1|","107|83|168","3|4",
"263","6","2","1000|1100","3:1|1:1|","107|95|180","2|2",
"263","!","2","2000|2100","3:1|1:1|","95|202|186|186|186|107","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"264","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"264","1","7","200|210","3:1|1:1|","59|71","2|2",
"264","2","5","400|410","3:1|1:1|","59|71","2|3",
"264","3","5","500|510","3:1|1:1|","59|71|83","3|3",
"264","4","2","700|710","3:1|1:1|","59|83|162","3|4",
"264","5","2","900|910","3:1|1:1|","107|83|168","3|4",
"264","6","2","1000|1100","3:1|1:1|","107|95|180","2|2",
"264","!","2","2000|2100","3:1|1:1|","95|202|186|186|186|107","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"265","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"265","1","7","20|45","3:1|1:1|","59|71","2|2",
"265","2","5","100|110","3:1|1:1|","59|71","2|3",
"265","3","5","200|210","3:1|1:1|","59|71|83","3|3",
"265","4","2","800|810","3:1|1:1|","59|83|162","3|4",
"265","5","2","1100|1200","3:1|1:1|","107|83|168","3|4",
"265","6","2","1500|1600","3:1|1:1|","107|95|180","2|2",
"265","!","2","3000|3100","3:1|1:1|","95|202|186|186|186|107","4|4",

