"questId","keyNum","treasureNum","trapNum","enemyNum",
"221","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"221","1","7","40|65","4:1|","51|63","2|2",
"221","2","5","100|110","4:1|","51|63","2|3",
"221","3","5","140|150","4:1|","51|63|75","3|3",
"221","4","2","180|190","4:1|","63|75|158","3|4",
"221","5","2","200|210","4:1|","99|75|164","3|4",
"221","6","2","300|310","4:1|","99|87|176","2|2",
"221","!","2","600|610","4:1|","87|99|190|182|182|182","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"222","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"222","1","7","100|110","4:1|","51|63","2|2",
"222","2","5","200|210","4:1|","51|63","2|3",
"222","3","5","300|310","4:1|","51|63|75","3|3",
"222","4","2","400|410","4:1|","63|75|158","3|4",
"222","5","2","600|610","4:1|","99|75|164","3|4",
"222","6","2","800|810","4:1|","99|87|176","2|2",
"222","!","2","1600|1700","4:1|","87|99|190|182|182|182","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"223","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"223","1","7","20|45","4:1|","51|63","2|2",
"223","2","5","80|90","4:1|","51|63","2|3",
"223","3","5","100|110","4:1|","51|63|75","3|3",
"223","4","2","500|510","4:1|","63|75|158","3|4",
"223","5","2","700|710","4:1|","99|75|164","3|4",
"223","6","2","1000|1100","4:1|","99|87|176","2|2",
"223","!","2","2000|2100","4:1|","87|99|190|182|182|182","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"224","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"224","1","7","120|130","4:1|","51|63","2|2",
"224","2","5","240|250","4:1|","51|63","2|3",
"224","3","5","300|310","4:1|","51|63|75","3|3",
"224","4","2","500|510","4:1|","63|75|158","3|4",
"224","5","2","600|610","4:1|","99|75|164","3|4",
"224","6","2","800|810","4:1|","99|87|176","2|2",
"224","!","2","1600|1700","4:1|","87|99|190|182|182|182","4|4",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"225","2","13","2","7",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"225","1","7","60|90","4:1|","51|63","2|2",
"225","2","5","80|90","4:1|","51|63","2|3",
"225","3","5","100|110","4:1|","51|63|75","3|3",
"225","4","2","520|530","4:1|","63|75|158","3|4",
"225","5","2","800|810","4:1|","99|75|164","3|4",
"225","6","2","1000|1100","4:1|","99|87|176","2|2",
"225","!","2","2000|2100","4:1|","87|99|190|182|182|182","4|4",

