"questId","keyNum","treasureNum","trapNum","enemyNum",
"661","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"661","1","6","500|510","8:3|7:3|","60|180","2|3",
"661","2","5","800|810","8:3|7:3|","60|180|174","2|4",
"661","3","5","1200|1300","8:3|7:3|","180|174|95","3|4",
"661","4","2","1600|1700","8:3|7:3|2:3|","174|174|95|95","3|4",
"661","5","2","2000|2100","8:3|7:3|2:3|","174|96|95","4|4",
"661","6","2","2500|2600","8:3|7:3|2:3|","96|96|95|95","2|2",
"661","!","3","3000|3100","8:3|7:3|2:3|","215|215|215|202","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"662","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"662","1","6","500|510","8:3|7:3|","60|180","2|3",
"662","2","5","800|810","8:3|7:3|","60|180|174","2|4",
"662","3","5","1200|1300","8:3|7:3|","180|174|95","3|4",
"662","4","2","1600|1700","8:3|7:3|2:3|","174|174|95|95","3|4",
"662","5","2","2000|2100","8:3|7:3|2:3|","174|96|95","4|4",
"662","6","2","2500|2600","8:3|7:3|2:3|","96|96|95|95","2|2",
"662","!","3","3000|3100","8:3|7:3|2:3|","215|215|215|202","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"663","4","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"663","1","6","500|510","8:3|7:3|","60|180","2|3",
"663","2","5","800|810","8:3|7:3|","60|180|174","2|4",
"663","3","5","1200|1300","8:3|7:3|","180|174|95","3|4",
"663","4","2","1600|1700","8:3|7:3|2:3|","174|174|95|95","3|4",
"663","5","2","2000|2100","8:3|7:3|2:3|","174|96|95","4|4",
"663","6","2","2500|2600","8:3|7:3|2:3|","96|96|95|95","2|2",
"663","!","3","3000|3100","8:3|7:3|2:3|","215|215|215|202","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"664","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"664","1","6","500|510","8:3|7:3|","60|180","2|3",
"664","2","5","800|810","8:3|7:3|","60|180|174","2|4",
"664","3","5","1200|1300","8:3|7:3|","180|174|95","3|4",
"664","4","2","1600|1700","8:3|7:3|2:3|","174|174|95|95","3|4",
"664","5","2","2000|2100","8:3|7:3|2:3|","174|96|95","4|4",
"664","6","2","2500|2600","8:3|7:3|2:3|","96|96|95|95","2|2",
"664","!","3","3000|3100","8:3|7:3|2:3|","215|215|215|202","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"665","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"665","1","6","500|510","8:3|7:3|","60|180","2|3",
"665","2","5","800|810","8:3|7:3|","60|180|174","2|4",
"665","3","5","1200|1300","8:3|7:3|","180|174|95","3|4",
"665","4","2","1600|1700","8:3|7:3|2:3|","174|174|95|95","3|4",
"665","5","2","2000|2100","8:3|7:3|2:3|","174|96|95","4|4",
"665","6","2","2500|2600","8:3|7:3|2:3|","96|96|95|95","2|2",
"665","!","3","3000|3100","8:3|7:3|2:3|","215|215|215|202","3|3",

