"questId","keyNum","treasureNum","trapNum","enemyNum",
"631","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"631","1","6","450|460","3:2|7:3|","54|177","2|3",
"631","2","5","750|760","3:2|7:3|","54|177|171","2|4",
"631","3","5","1150|1250","3:2|7:3|","177|171|89","3|4",
"631","4","2","1550|1650","3:2|7:3|2:3|","171|171|89|89","3|4",
"631","5","2","1950|2050","3:2|7:3|2:3|","171|90|89","4|4",
"631","6","2","2450|2550","3:2|7:3|2:3|","90|90|89|89","2|2",
"631","!","3","2900|3000","3:2|7:3|2:3|","209|209|209|193","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"632","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"632","1","6","450|460","3:2|7:3|","54|177","2|3",
"632","2","5","750|760","3:2|7:3|","54|177|171","2|4",
"632","3","5","1150|1250","3:2|7:3|","177|171|89","3|4",
"632","4","2","1550|1650","3:2|7:3|2:3|","171|171|89|89","3|4",
"632","5","2","1950|2050","3:2|7:3|2:3|","171|90|89","4|4",
"632","6","2","2450|2550","3:2|7:3|2:3|","90|90|89|89","2|2",
"632","!","3","2900|3000","3:2|7:3|2:3|","209|209|209|193","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"633","4","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"633","1","6","450|460","3:2|7:3|","54|177","2|3",
"633","2","5","750|760","3:2|7:3|","54|177|171","2|4",
"633","3","5","1150|1250","3:2|7:3|","177|171|89","3|4",
"633","4","2","1550|1650","3:2|7:3|2:3|","171|171|89|89","3|4",
"633","5","2","1950|2050","3:2|7:3|2:3|","171|90|89","4|4",
"633","6","2","2450|2550","3:2|7:3|2:3|","90|90|89|89","2|2",
"633","!","3","2900|3000","3:2|7:3|2:3|","209|209|209|193","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"634","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"634","1","6","450|460","3:2|7:3|","54|177","2|3",
"634","2","5","750|760","3:2|7:3|","54|177|171","2|4",
"634","3","5","1150|1250","3:2|7:3|","177|171|89","3|4",
"634","4","2","1550|1650","3:2|7:3|2:3|","171|171|89|89","3|4",
"634","5","2","1950|2050","3:2|7:3|2:3|","171|90|89","4|4",
"634","6","2","2450|2550","3:2|7:3|2:3|","90|90|89|89","2|2",
"634","!","3","2900|3000","3:2|7:3|2:3|","209|209|209|193","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"635","3","11","4","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"635","1","6","450|460","3:2|7:3|","54|177","2|3",
"635","2","5","750|760","3:2|7:3|","54|177|171","2|4",
"635","3","5","1150|1250","3:2|7:3|","177|171|89","3|4",
"635","4","2","1550|1650","3:2|7:3|2:3|","171|171|89|89","3|4",
"635","5","2","1950|2050","3:2|7:3|2:3|","171|90|89","4|4",
"635","6","2","2450|2550","3:2|7:3|2:3|","90|90|89|89","2|2",
"635","!","3","2900|3000","3:2|7:3|2:3|","209|209|209|193","3|3",

