"questId","keyNum","treasureNum","trapNum","enemyNum",
"731","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"731","1","5","700|710","4:1|7:1|8:1|7:1|","54|66","2|2",
"731","2","5","1000|1100","4:1|7:1|8:1|7:2|","54|66|78","2|3",
"731","3","5","1400|1500","4:2|7:2|8:2|7:2|","54|66|78","3|4",
"731","4","3","2000|2100","4:2|7:2|8:2|7:2|","66|78|102|165","2|2",
"731","5","2","2200|2300","4:3|7:3|8:3|7:3|2:3|","66|78|102|100|159","2|3",
"731","6","2","2800|2900","4:3|7:3|8:3|7:3|2:3|","102|102|100|159|165","3|3",
"731","!","3","3500|3600","4:4|7:3|8:3|7:3|","194|102|102|100|100|165|159","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"732","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"732","1","5","700|710","4:1|7:1|8:1|7:1|","54|66","2|2",
"732","2","5","1000|1100","4:1|7:1|8:1|7:2|","54|66|78","2|3",
"732","3","5","1400|1500","4:2|7:2|8:2|7:2|","54|66|78","3|4",
"732","4","3","2000|2100","4:2|7:2|8:2|7:2|","66|78|102|165","2|2",
"732","5","2","2200|2300","4:3|7:3|8:3|7:3|2:3|","66|78|102|100|159","2|3",
"732","6","2","2800|2900","4:3|7:3|8:3|7:3|2:3|","102|102|100|159|165","3|3",
"732","!","3","3500|3600","4:4|7:3|8:3|7:3|","194|102|102|100|100|165|159","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"733","4","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"733","1","5","700|710","4:1|7:1|8:1|7:1|","54|66","2|2",
"733","2","5","1000|1100","4:1|7:1|8:1|7:2|","54|66|78","2|3",
"733","3","5","1400|1500","4:2|7:2|8:2|7:2|","54|66|78","3|4",
"733","4","3","2000|2100","4:2|7:2|8:2|7:2|","66|78|102|165","2|2",
"733","5","2","2200|2300","4:3|7:3|8:3|7:3|2:3|","66|78|102|100|159","2|3",
"733","6","2","2800|2900","4:3|7:3|8:3|7:3|2:3|","102|102|100|159|165","3|3",
"733","!","3","3500|3600","4:4|7:3|8:3|7:3|","194|102|102|100|100|165|159","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"734","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"734","1","5","700|710","4:1|7:1|8:1|7:1|","54|66","2|2",
"734","2","5","1000|1100","4:1|7:1|8:1|7:2|","54|66|78","2|3",
"734","3","5","1400|1500","4:2|7:2|8:2|7:2|","54|66|78","3|4",
"734","4","3","2000|2100","4:2|7:2|8:2|7:2|","66|78|102|165","2|2",
"734","5","2","2200|2300","4:3|7:3|8:3|7:3|2:3|","66|78|102|100|159","2|3",
"734","6","2","2800|2900","4:3|7:3|8:3|7:3|2:3|","102|102|100|159|165","3|3",
"734","!","3","3500|3600","4:4|7:3|8:3|7:3|","194|102|102|100|100|165|159","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"735","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"735","1","5","700|710","4:1|7:1|8:1|7:1|","54|66","2|2",
"735","2","5","1000|1100","4:1|7:1|8:1|7:2|","54|66|78","2|3",
"735","3","5","1400|1500","4:2|7:2|8:2|7:2|","54|66|78","3|4",
"735","4","3","2000|2100","4:2|7:2|8:2|7:2|","66|78|102|165","2|2",
"735","5","2","2200|2300","4:3|7:3|8:3|7:3|2:3|","66|78|102|100|159","2|3",
"735","6","2","2800|2900","4:3|7:3|8:3|7:3|2:3|","102|102|100|159|165","3|3",
"735","!","3","3500|3600","4:4|7:3|8:3|7:3|","194|102|102|100|100|165|159","3|3",

