"questId","keyNum","treasureNum","trapNum","enemyNum",
"741","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"741","1","5","800|810","4:1|7:1|8:1|7:1|","56|68","2|2",
"741","2","5","1100|1200","4:1|7:1|8:1|7:2|","56|68|80","2|3",
"741","3","5","1500|1600","4:2|7:2|8:2|7:2|","56|68|80","3|4",
"741","4","3","2100|2200","4:2|7:2|8:2|7:2|","68|80|128|166","2|2",
"741","5","2","2300|2400","4:3|7:3|8:3|7:3|2:3|","68|80|128|130|160","2|3",
"741","6","2","2900|3000","4:3|7:3|8:3|7:3|2:3|","128|128|130|160|166","3|3",
"741","!","3","3600|3700","4:4|7:3|8:3|7:3|","197|128|128|130|130|166|160","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"742","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"742","1","5","800|810","4:1|7:1|8:1|7:1|","56|68","2|2",
"742","2","5","1100|1200","4:1|7:1|8:1|7:2|","56|68|80","2|3",
"742","3","5","1500|1600","4:2|7:2|8:2|7:2|","56|68|80","3|4",
"742","4","3","2100|2200","4:2|7:2|8:2|7:2|","68|80|128|166","2|2",
"742","5","2","2300|2400","4:3|7:3|8:3|7:3|2:3|","68|80|128|130|160","2|3",
"742","6","2","2900|3000","4:3|7:3|8:3|7:3|2:3|","128|128|130|160|166","3|3",
"742","!","3","3600|3700","4:4|7:3|8:3|7:3|","197|128|128|130|130|166|160","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"743","4","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"743","1","5","800|810","4:1|7:1|8:1|7:1|","56|68","2|2",
"743","2","5","1100|1200","4:1|7:1|8:1|7:2|","56|68|80","2|3",
"743","3","5","1500|1600","4:2|7:2|8:2|7:2|","56|68|80","3|4",
"743","4","3","2100|2200","4:2|7:2|8:2|7:2|","68|80|128|166","2|2",
"743","5","2","2300|2400","4:3|7:3|8:3|7:3|2:3|","68|80|128|130|160","2|3",
"743","6","2","2900|3000","4:3|7:3|8:3|7:3|2:3|","128|128|130|160|166","3|3",
"743","!","3","3600|3700","4:4|7:3|8:3|7:3|","197|128|128|130|130|166|160","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"744","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"744","1","5","800|810","4:1|7:1|8:1|7:1|","56|68","2|2",
"744","2","5","1100|1200","4:1|7:1|8:1|7:2|","56|68|80","2|3",
"744","3","5","1500|1600","4:2|7:2|8:2|7:2|","56|68|80","3|4",
"744","4","3","2100|2200","4:2|7:2|8:2|7:2|","68|80|128|166","2|2",
"744","5","2","2300|2400","4:3|7:3|8:3|7:3|2:3|","68|80|128|130|160","2|3",
"744","6","2","2900|3000","4:3|7:3|8:3|7:3|2:3|","128|128|130|160|166","3|3",
"744","!","3","3600|3700","4:4|7:3|8:3|7:3|","197|128|128|130|130|166|160","3|3",

"questId","keyNum","treasureNum","trapNum","enemyNum",
"745","3","10","5","8",

"questId","star","starNum","treasure","trap","enemyPool","enemyNum"
"745","1","5","800|810","4:1|7:1|8:1|7:1|","56|68","2|2",
"745","2","5","1100|1200","4:1|7:1|8:1|7:2|","56|68|80","2|3",
"745","3","5","1500|1600","4:2|7:2|8:2|7:2|","56|68|80","3|4",
"745","4","3","2100|2200","4:2|7:2|8:2|7:2|","68|80|128|166","2|2",
"745","5","2","2300|2400","4:3|7:3|8:3|7:3|2:3|","68|80|128|130|160","2|3",
"745","6","2","2900|3000","4:3|7:3|8:3|7:3|2:3|","128|128|130|160|166","3|3",
"745","!","3","3600|3700","4:4|7:3|8:3|7:3|","197|128|128|130|130|166|160","3|3",

